rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,address,street_address,locality_address,region_address,postcode_address,country_address
1501,Erzincan Binali Yıldırım University,24096,21.9,4,49,22.7,12.0,8.7,37.6,16.6,23.7,"Mimar Sinan, Yalnızbag yerlesk, Erzincan, Erzincan Province, 24100, Turkey",,,,,
1501,Escuela Politécnica Nacional,7458,13.2,1,28,22.7,18.2,9.4,29.0,18.6,52.1,"Ladrón de Guevara E11 - 253, Quito, Pichincha 170150, Ecuador",,,,,
1501,Eskişehir Osmangazi University,30301,17.5,7,45,22.7,21.5,16.6,20.5,19.2,27.0,"Buyukdere Mah.Prof. Dr. Nabi AVCI Bulvarı No: 4, Odunpazarı, Eskisehir, Eskisehir Province, 26040, Turkey",,,,,
1501,Universidade do Estado de Santa Catarina,12417,11.5,1,54,22.7,26.5,11.0,15.7,17.0,21.2,"Av Madre Benvenuta, 2007 Itacorubi, Florianópolis, Santa Catarina, 88035 901, Brazil",,,,,
1501,Universidade Estadual do Norte Fluminense Darcy Ribeiro,7105,22.8,0,61,22.7,21.1,10.9,21.6,22.3,34.5,"Av. Alberto Lamego, 2000, Parque Califórnia, Rio de Janeiro, 28013-602, Brazil",,,,,
1501,Universidade Estadual de Maringá,18706,12.2,0,53,22.7,28.9,13.8,20.2,21.2,22.0,"Av. Colombo, 5790, Jd. Universitário, Maringá, Paraná, 87020-900, Brazil",,,,,
1501,Universidade Estadual do Oeste do Paraná (Unioeste),12529,9.9,0,60,22.7,27.6,9.8,7.4,17.2,20.4,"R. Universitária, 1619, Cascavel, 85819-110, Brazil",,,,,
1501,"Federal University of Agriculture, Abeokuta",17433,26.5,0,52,22.7,15.6,8.0,24.5,17.0,31.4,"Abeokuta, Abeokuta, Ogun State, Nigeria",,,,,
1501,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),4183,11.6,1,70,22.7,21.2,12.8,25.1,21.2,26.1,"Rua Sarmento Leite, 245, Porto Alegre, Rio Grande do Sul, 90050-170, Brazil",,,,,
1501,Federal University of Itajubá,8608,17.3,1,30,22.7,17.7,9.6,21.3,20.5,28.0,"Av. BPS, 1303, Bairro Pinheirinho, Itajubá, Minas Gerais, 37500 903, Brazil",,,,,
1501,Universidade Federal de Juiz de Fora,26483,16.6,0,50,22.7,18.5,12.1,27.5,18.6,29.8,"Rua José Lourenco Kelmer, Juiz de Fora, 36036-330, Brazil",,,,,
1501,Universidade Federal do Maranhão (UFMA),37016,19.2,0,51,22.7,15.2,10.3,14.5,18.7,23.2,"Av. dos Portugueses, 1966, Bacanga, Sao Luis, 65080-805, Brazil",,,,,
1501,Federal University of Mato Grosso do Sul,26725,15.0,1,55,22.7,21.4,11.7,22.3,33.0,28.9,"Av. Costa e Silva, s/nº, Bairro Universitário, Campo Grande -MS, 79070-900, Brazil",,,,,
1501,Universidade Federal de Ouro Preto (UFOP),14799,16.3,1,49,22.7,22.1,12.0,20.7,25.5,24.7,"R. Diogo de Vasconcelos, 122, Pilar ‐ Ouro Preto, Minas Gerais, 35400-000, Brazil",,,,,
1501,Federal University of Pará,46837,17.7,0,52,22.7,22.6,11.7,21.3,21.7,26.8,"Rua Augusto Corrêa, 01, Guamá, Belém, Pará, 66075-110, Brazil",,,,,
1501,Federal Rural University of Pernambuco,14347,12.3,0,49,22.7,25.0,11.0,19.1,20.0,23.4,"R. Dom Manoel de Medeiros, S/N, Dois Irmãos, CEP, Recife/PE, 52171-900, Brazil",,,,,
1501,Universidade Federal Rural do Semi-Arido,8687,12.4,0,49,22.7,19.1,9.0,5.7,16.6,18.3,"Av. Francisco Mota, 572 - Bairro Costa e Silva, Mossoro RN, Rio Grande do Norte, 59 625 900, Brazil",,,,,
1501,Universidade Federal de Sergipe,26133,16.0,0,52,22.7,17.0,10.4,36.4,18.1,28.1,"Av. Marechal Rondon, s/n, Jd. Rosa Else, São Cristóvão, 49100-000, Brazil",,,,,
1501,Fluminense Federal University,70629,20.8,1,47,22.7,21.0,13.1,27.8,22.5,30.8,"Rua Miguel de Frias, 9, Icaraí, Niterói, Rio de Janeiro, 24220-900, Brazil",,,,,
1501,University of Fortaleza (UNIFOR),21048,20.3,0,51,22.7,14.3,9.4,33.6,16.9,37.8,"Av. Washington Soares, 1321 Edson Queiroz, CEP60811-905, Fortaleza - CE, Brazil",,,,,
1501,Université Frères Mentouri Constantine 1,32394,16.2,1,65,22.7,20.2,8.1,13.5,18.2,38.3,"325 Ain El Bey Way, Constantine, 25017, Algeria",,,,,
1501,Universidad de las Fuerzas Armadas – ESPE,19314,14.5,1,39,22.7,15.9,8.6,11.6,16.3,40.6,"Av. General Rumiñahui, S / N and Scenic Paseo Santa, Clara, Sangolquí, Ecuador",,,,,
1501,University of Fukui,4803,7.6,2,27,22.7,26.0,12.4,16.4,37.9,26.5,"3-9-1 Bunkyo, Fukui-shi, Fukui, 910-8507, Japan",,,,,
1501,Fukuoka University,19536,8.7,1,40,22.7,23.5,9.7,17.9,37.1,24.4,"8-19-1 Nanakuma, Jonan-ku, Fukuoka, 814-0180, Japan",,,,,
1501,Université de Gabès,12714,12.4,1,74,22.7,20.8,9.4,28.9,16.7,42.8,"Rue Omar, Ibn Khattab, Gabes, Gabes Governorate, 6029, Tunisia",,,,,
1501,Gaziantep University,31977,38.1,12,47,22.7,15.6,10.8,33.0,20.1,39.5,"Universite Bulvari, Sehitkamil, Gaziantep, 27310, Turkey",,,,,
1501,Georgian Technical University,19873,15.0,2,1,22.7,32.4,9.3,22.2,16.1,40.8,"77 Kostava, Tbilisi, Eastern Georgia, 0160, Georgia",,,,,
1501,German University in Cairo,12332,12.8,2,43,22.7,18.6,8.7,34.0,16.8,48.6,"Main Entrance, New Cairo City, El-Tagamoa El-Khames, Egypt",,,,,
1501,Gheorghe Asachi Technical University of Iaşi,13357,20.8,9,29,22.7,15.9,9.6,23.2,26.2,32.1,"Bulevardul Profesor Dimitrie, Mangeron nr. 67, Iasi, 700050, Romania",,,,,
1501,GITAM University,23730,13.9,1,37,22.7,19.6,9.3,20.8,19.0,25.2,"Gandhi Nagar, Rushikonda, Visakhapatnam, Andhra Pradesh, 530045, India",,,,,
1501,Goa University,2820,11.8,3,65,22.7,32.1,12.4,23.0,18.6,24.1,"Taleigao Plateau, Goa, 403206, India",,,,,
1501,Grigore T. Popa University of Medicine and Pharmacy,9765,10.8,26,68,22.7,22.5,10.1,18.9,22.5,42.1,"Str Universitatii nr. 16, Iasi, 700115, Romania",,,,,
1501,University of Guadalajara,140348,19.3,0,55,22.7,16.3,8.8,13.7,18.0,31.2,"Av. Juárez No. 976, Colonia Centro, Guadalajara, Jalisco, 44100, Mexico",,,,,
1501,University of Guanajuato,30317,21.4,2,55,22.7,16.2,9.3,13.4,20.5,36.4,"Lascurain de Retana No. 5, Centro, Guanajuato, 36000, Mexico",,,,,
1501,,9371,12.2,7,33,22.7,23.4,10.5,12.5,38.2,26.8,,,,,,
1501,Hanoi University of Science and Technology,37891,34.1,0,20,22.7,15.7,15.7,27.4,43.4,39.7,"1 Dai Co Viet Road, Hanoi, Vietnam",,,,,
1501,Hasanuddin University,38942,16.6,0,51,22.7,18.8,11.2,25.8,27.5,19.8,"Jl. Perintis Kemerdekaan Km.10, Tamalanrea, Makassar, Sulawesi Selatan, 90245, Indonesia",,,,,
1501,Université Hassan 1er,50518,88.2,2,48,22.7,24.9,10.3,19.2,16.6,23.6,"Route de Casablanca, KM 3.5, P.O. Box 539, Settat, Settat Province, Morocco",,,,,
1501,Hassiba Benbouali University of Chlef,30200,22.0,1,72,22.7,15.5,12.3,20.7,32.7,41.9,"B.P 78C, Ouled Fares, Ouled Fares Chlef, 02180, Algeria",,,,,
1501,University of Havana,15584,9.0,5,64,22.7,28.1,11.8,10.8,33.9,53.0,"San Lazaro and L Street,, Vedad, Havana, La Habana, Cuba",,,,,
1501,Hellenic Open University,19612,6.8,1,60,22.7,22.4,8.5,34.2,15.8,26.2,"Parodos Aristotelous 18, Patra, 26 335, Greece",,,,,
1501,,15645,15.4,18,75,22.7,20.2,11.5,9.8,17.6,39.2,,,,,,
1501,Hindustan Institute of Technology and Science,7325,11.3,1,47,22.7,21.9,9.3,33.6,16.3,23.4,"1 Rajiv Gandhi Salai, Padur via Kelambakkam, Chennai, Tamil Nadu, 603103, India",,,,,
1501,Hitit University,10501,22.6,4,48,22.7,15.2,9.8,15.1,16.5,22.8,"Ring Road Boulevard, Corum, 19030, Turkey",,,,,
1501,Hosei University,29180,37.7,5,38,22.7,15.2,11.0,34.0,23.9,38.3,"2-17-1 Fujimi, Chiyoda-ku, Tokyo, 102-8160, Japan",,,,,
1501,Hue University,48943,23.0,1,56,22.7,13.3,8.7,16.4,16.2,49.2,"03 Le Loi Street, Hue City, Thua Thien Hue, Vietnam",,,,,
1501,University of Hyogo,6540,12.4,3,41,22.7,22.5,13.2,11.8,56.5,24.6,"8-2-1 Gakuennishi-machi, Nishi-ku, Kobe, Hyogo, 651-2197, Japan",,,,,
1501,Ibaraki University,7741,14.8,3,34,22.7,18.9,12.5,12.2,36.9,27.4,"2-1-1, Bunkyo, Mito, Ibaraki, 310-8512, Japan",,,,,
1501,Universidad Industrial de Santander (UIS),21413,23.4,1,45,22.7,14.4,12.2,11.6,31.5,38.0,"Cra 27 Calle 9, Bucaramanga, Santander, Colombia",,,,,
1501,,11396,11.4,6,35,22.7,19.5,8.4,14.0,18.3,23.1,,,,,,
1501,Inönü University,36388,22.2,3,51,22.7,17.8,9.4,21.5,18.0,21.1,"Campus 44280, Malatya, 44280, Turkey",,,,,
1501,Instituto Politécnico Nacional (IPN),141583,13.0,0,42,22.7,20.7,9.9,14.5,26.7,25.5,"Av. Luis Enrique Erro S/N, Gustavo A. Madero, Mexico City, 07738, Mexico",,,,,
1501,International Hellenic University,59370,38.0,2,44,22.7,9.6,9.4,36.5,20.1,30.7,"14th km Thessaloniki Moudania, 57001 Thermi, Greece",,,,,
1501,,9732,10.6,13,38,22.7,21.7,9.6,23.4,24.2,33.8,,,,,,
1501,,13496,14.2,4,68,22.7,18.6,11.5,9.1,18.9,28.1,,,,,,
1501,Islamic University of Indonesia,22998,26.5,4,48,22.7,15.8,9.7,12.5,17.3,35.5,"Jl. Kaliurang km. 14.5, Yogyakarta, 55584, Indonesia",,,,,
1501,Istanbul Aydın University,28851,26.3,13,51,22.7,17.0,9.2,32.3,15.8,56.9,"Besyol Mah.Inonu Cad.No. 38, Istanbul, 34295, Turkey",,,,,
1501,Istanbul Medipol University,26110,20.0,16,65,22.7,14.6,10.6,33.3,20.6,44.0,"Kavacik Mah. Ekinciler Cad., No: 19, Kavacik Junction, Beykoz, Istanbul, 34810, Turkey",,,,,
1501,Ivane Javakhishvili Tbilisi State University,23278,30.6,3,61,22.7,15.9,11.3,22.2,18.0,46.7,"1, Chavchavdze Ave., Tbilisi, 0179, Georgia",,,,,
1501,Ivan Franko National University of Lviv,19799,10.7,2,63,22.7,24.5,10.5,10.0,17.9,31.7,"1, Universytetska str, Lviv, 79000, Ukraine",,,,,
1501,,3652,16.8,6,44,22.7,16.4,9.7,7.0,21.3,25.0,,,,,,
1501,Iwate University,5316,13.6,3,37,22.7,22.3,11.2,12.6,38.5,28.2,"3-18-8 Ueda, Morioka, Iwate, 020-8550, Japan",,,,,
1501,Izmir University of Economics,6750,14.7,2,54,22.7,16.7,11.2,36.7,26.2,32.5,"Sakarya Caddesi, No:156, Balçova, Izmir, 35330, Turkey",,,,,
1501,Jan Evangelista Purkyně University,7887,17.7,3,66,22.7,16.1,13.6,15.3,18.0,38.2,"Pasteurova 1, Usti nad Labem, Usti nad Labem Region, 400 96, Czech Republic",,,,,
1501,Jan Kochanowski University in Kielce,10010,11.2,3,72,22.7,21.3,12.3,11.9,18.4,27.9,"Żeromskiego st. 5, Kielce, Świętokrzyskie Voivodeship, 25-369, Poland",,,,,
1501,Jean Moulin University – Lyon 3,27655,39.0,18,66,22.7,14.3,13.6,13.6,27.5,60.8,"1C Avenue des Freres Lumiere, CS 78242, Lyon, Auvergne Rhone Alpes Region, 69372, France",,,,,
1501,Jember University,36654,30.2,0,66,22.7,11.1,9.1,23.0,18.1,21.3,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur, 68121, Indonesia",,,,,
1501,Jianghan University,20774,15.1,1,56,22.7,16.7,9.2,27.6,33.6,22.0,"Sanjiaohu Rd, Caidian District, Wuhan, Hubei, China",,,,,
1501,University of Jijel,23690,22.4,0,72,22.7,12.8,8.8,12.7,16.0,37.5,"BP 98, Jijel, Ouled Aïssa, 18000, Algeria",,,,,
1501,Kanagawa University,17730,14.5,4,30,22.7,17.6,8.3,11.4,24.4,38.7,"3-27-1 Rokkakubashi, Kanagawa-ku, Yokohama-shi, Kanagawa, 221-8686, Japan",,,,,
1501,Kanazawa Medical University,1063,2.1,1,55,22.7,26.6,10.2,17.3,29.7,21.2,"1-1 Daigaku, Uchinada, Kahoku, Ishikawa, 920-0293, Japan",,,,,
1501,Kansai University,30026,12.3,4,41,22.7,20.2,8.3,7.3,25.5,33.4,"3-3-35 Yamate-cho, Suita-shi, Osaka, 564-8680, Japan",,,,,
1501,University of Karachi,47337,39.3,0,60,22.7,14.1,10.6,19.5,24.5,44.4,"Main University Road, Karachi, Sindh, 75270, Pakistan",,,,,
1501,Karadeniz Technical University,30690,14.0,5,44,22.7,19.3,10.1,27.8,22.4,22.7,"Trabzon, Trabzon, 61080, Turkey",,,,,
1501,Université Kasdi Merbah Ouargla,33148,26.4,0,57,22.7,20.0,8.6,16.0,17.3,29.4,"Route de Ghardaia, Ouargla, BP.511, 30 000, Algeria",,,,,
1501,Kasetsart University,70633,18.7,1,62,22.7,18.1,12.6,23.5,25.7,33.8,"50 Ngam Wong Wan Rd., Lat Yao Chatuchak, Bangkok, 10900, Thailand",,,,,
1501,Kastamonu University,18233,36.8,12,43,22.7,11.6,11.6,35.8,15.9,35.5,"Kuzeykent, Kastamonu Ünv., Kastamonu Merkez, Kastamonu, Kastamonu Province, 37150, Turkey",,,,,
1501,,7516,16.7,12,26,22.7,18.8,10.8,24.9,42.6,31.7,,,,,,
1501,,13088,11.6,16,40,22.7,21.9,8.8,12.4,36.1,35.4,,,,,,
1501,,5891,10.7,31,63,22.7,40.5,10.3,7.3,17.1,45.2,,,,,,
1501,University of Kelaniya,17699,15.6,3,66,22.7,16.8,8.1,12.0,17.2,36.2,"Kandy Road, Administrative Building, Kelaniya, Colombo, 11600, Sri Lanka",,,,,
1501,,14842,18.5,7,63,22.7,14.9,10.1,8.6,18.2,24.3,,,,,,
1501,University of Kerbala,21735,15.8,0,54,22.7,18.3,7.7,10.7,15.8,22.6,"P.O.Box 1125, Kerbala, 56001, Iraq",,,,,
1501,Kharkiv National University of Radio Electronics,7744,10.8,11,26,22.7,22.2,9.4,28.0,16.5,32.9,"Nauky Ave. 14, Kharkiv, Kharkiv Oblast, Ukraine",,,,,
1501,King Mongkut’s Institute of Technology Ladkrabang,25482,23.0,1,52,22.7,16.5,22.9,19.2,55.0,30.7,"1 Chalong Krung, 1 Alley, Lat Krabang District, Bangkok, 10520, Thailand",,,,,
1501,Kirikkale University,27869,47.7,1,49,22.7,14.3,18.8,17.2,20.3,18.8,"Ankara Yolu 7. Km, Kirikkale, Kırıkkale Province, 71450, Turkey",,,,,
1501,Kırşehir Ahi Evran University,12506,24.6,17,50,22.7,11.8,9.8,18.4,16.5,37.3,"Bagbası Mah. Sahir Kurutluoglu Cad. No: 100, Merkez, Kırsehir, Kırsehir Province, Turkey",,,,,
1501,Kocaeli University,66547,47.2,2,41,22.7,14.3,9.7,22.1,23.7,25.8,"Umuttepe Yerleskesi, Kocaeli, 41380, Turkey",,,,,
1501,Kochi University,5459,8.3,1,44,22.7,24.7,12.3,21.8,41.5,26.8,"2-5-1 Akebono-cho, Kochi-shi, Kochi, 780-8520, Japan",,,,,
1501,Kochi University of Technology,2579,20.3,2,25,22.7,17.6,15.6,15.9,68.4,39.1,"Tosayamada, Kami City, Kochi, 782-8502, Japan",,,,,
1501,Kogakuin University,6553,18.3,2,18,22.7,16.8,11.3,26.3,32.7,25.0,"1-24-2 Nishi-Shinjuku, Shinjuku-ku, Tokyo, 163-8677, Japan",,,,,
1501,Kookmin University,17514,11.6,11,50,22.7,24.5,14.3,20.1,37.0,36.1,"77, Jeongneung-ro, Seongbuk-gu, Seoul, South Korea",,,,,
1501,Universiti Kuala Lumpur,15516,11.9,5,43,22.7,23.6,9.0,24.3,25.5,43.7,"1016 Jalan Sultan Ismail, Kuala Lumpur, 50250, Malaysia",,,,,
1501,University of Kufa,28175,12.3,0,65,22.7,20.0,8.7,18.0,16.7,29.5,"P.O Box 21, Kufa, Najaf Governorate, Iraq",,,,,
1501,Kwansei Gakuin University,25232,24.7,4,49,22.7,15.7,9.5,15.4,20.7,40.9,"1-155 Uegahara-1bancho, Nishinomiya, Hyogo, 662-8501, Japan",,,,,
1501,Kyoto Sangyo University,12551,21.9,2,34,22.7,14.3,9.1,14.9,22.4,44.8,"Motoyama Kamigamo, Kita-Ku, Kyoto, 603-8555, Japan",,,,,
1501,Ladoke Akintola University of Technology,28289,53.1,0,49,22.7,16.2,11.1,28.0,32.0,32.5,"P.M.B 4000, Ogbomoso, Oyo State, Nigeria",,,,,
1501,University of Laghouat,30088,29.8,0,46,22.7,14.0,8.6,17.2,15.9,39.7,"Route de Ghardaia BP G37, Laghouat, Algeria",,,,,
1501,Lagos State University,28722,35.6,0,45,22.7,12.9,9.3,25.3,16.0,41.9,"KM 15 Badagry Expressway, LASU Post Office, Ojo, Lagos State, PMB 0001, Nigeria",,,,,
1501,Lahore College for Women University (LCWU),11857,21.3,0,10,22.7,16.5,9.6,37.6,16.1,40.6,"Jail Road, Lahore, Pakistan",,,,,
1501,University of Lampung,34807,13.1,0,60,22.7,17.1,8.1,26.3,16.8,18.4,"Jl. Prof. Dr. Sumantri, Brojonegoro No.1, Bandar Lampung, 35145, Indonesia",,,,,
1501,Latvia University of Life Sciences and Technologies,3991,21.3,4,50,22.7,16.3,17.3,15.8,30.5,24.1,"Liela iela 2, Jelgava, Zemgale, LV-3001, Latvia",,,,,
1501,University of Life Sciences in Lublin,7355,11.6,2,65,22.7,20.2,11.7,30.3,19.1,20.7,"ul. Akademicka 13, Lublin, Lublin Voivodeship, 20-950, Poland",,,,,
1501,L.N. Gumilyov Eurasian National University,19632,13.5,4,60,22.7,21.9,11.6,21.1,15.7,54.2,"2, Satpayev str., Astana, 010008, Kazakhstan",,,,,
1501,,19457,10.6,12,51,22.7,31.8,13.4,14.7,32.7,38.5,,,,,,
1501,University of Lodz,21633,14.0,9,62,22.7,20.6,15.6,28.8,19.2,35.5,"ul. Narutowicza 68, Lodz, 90-136, Poland",,,,,
1501,Londrina State University,21220,10.9,1,59,22.7,30.3,16.1,19.6,34.8,23.9,"Rodovia Celso Garcia Cid, Pr 445 Km 380, Londrina, 86057-970, Brazil",,,,,
1501,University of Los Lagos,5995,17.4,0,60,22.7,15.9,14.1,25.8,16.0,49.5,"Lord Cochrane 1046, Osorno, Los Lagos Region, Chile",,,,,
1501,Lucian Blaga University of Sibiu,13369,16.5,3,59,22.7,18.5,14.0,29.7,16.8,28.4,"Bd-ul Victoriei nr.10, Sibiu, 550024, Romania",,,,,
1501,University of Lucknow,18173,29.4,2,45,22.7,28.4,10.3,26.5,18.0,23.1,"University Road Babuganj, Hasanganj, Lucknow, Uttar Pradesh, 226007, India",,,,,
1501,University of Macerata (UNIMC),12042,27.0,4,75,22.7,16.2,18.1,24.6,15.6,37.3,"Via Crescimbeni, 30/32, Macerata, Macerata Province, 62100, Italy",,,,,
1501,Mackenzie Presbyterian University,27487,28.1,0,51,22.7,17.4,10.8,12.4,20.7,28.7,"Rua da Consolação, 930 - Consolação, São Paulo, 01302-907, Brazil",,,,,
1501,Mahasarakham University,37679,30.2,2,66,22.7,18.8,8.5,10.5,17.0,25.0,"Khamriang Sub-District, Kantarawichai District, Maha Sarakham, 44150, Thailand",,,,,
1501,Universiti Malaysia Kelantan,9238,19.9,3,71,22.7,16.1,13.0,32.6,16.2,41.9,"Karung Berkunci 36, Pengkalan Chepa, Kota Bharu, Kelantan, 16100, Malaysia",,,,,
1501,Manisa Celal Bayar University,28224,17.9,3,48,22.7,14.9,5.2,21.6,16.7,22.0,"Manisa Celal Bayar Üniversitesi Şehit Prof., Dr. İlhan Varank, Yerleşkesi, Manisa, 45140, Turkey",,,,,
1501,Mapúa University,9427,32.3,1,37,22.7,11.8,12.0,28.8,16.1,20.8,"658 Muralla St., Intramuros, Brgy. Sta. Cruz, Manila, Metropolitan Manila, 1002, Philippines",,,,,
1501,Maria Curie-Skłodowska University (UMCS),16937,11.7,9,68,22.7,21.6,19.3,22.4,22.7,33.4,"Plac Marii Curie-Sklodowskiej, Lublin, Lublin Voivodeship, 20-031, Poland",,,,,
1501,Marmara University,62991,30.6,5,51,22.7,17.0,11.7,31.9,26.9,30.7,"Göztepe Kampüsü, Kadiköy, Istanbul, 34722, Turkey",,,,,
1501,University of Mascara,21663,23.8,0,62,22.7,13.7,7.5,31.4,16.1,43.2,"B.P305, Avenue Cheikh El Khaldi, Mascara, Mascara Province, 29000, Algeria",,,,,
1501,Matej Bel University,6834,14.2,10,67,22.7,19.4,13.9,15.5,16.4,40.7,"Narodna 12, Banska Bystrica, Banska Bystrica Region, 974 01, Slovakia",,,,,
1501,Universidad Mayor,22644,12.1,1,48,22.7,18.6,9.1,28.7,16.0,49.5,"Manuel Montt 367, Providencia, Santiago, Chile",,,,,
1501,Meiji University,32810,34.0,5,35,22.7,16.3,12.1,13.5,40.8,31.4,"1-1 Kanda-Surugadai, Chiyoda-ku, Tokyo, 101-8301, Japan",,,,,
1501,Meijo University,15000,30.7,1,34,22.7,14.5,12.1,11.6,42.8,27.3,"1-501 Shiogamaguchi, Tempaku-ku, Nagoya, Aichi, 468-8502, Japan",,,,,
1501,,7338,14.9,6,56,22.7,19.6,14.1,14.3,43.4,23.6,,,,,,
1501,M’Hamed Bougara University of Boumerdès,32215,22.6,1,59,22.7,15.2,8.1,21.3,16.3,32.7,"Avenue de l'indépendance, Boumerdes, 35000, Algeria",,,,,
1501,Middle Technical University,45510,33.6,0,42,22.7,9.4,7.5,23.7,16.9,26.8,"Muasker Al Rashid Street, Baghdad, Baghdad Governorate, Iraq",,,,,
1501,Ming Chuan University,18146,21.6,11,61,22.7,13.4,12.0,22.6,51.0,38.4,"250 Zhong Shan N. Rd, Sec. 5, Taipei, 111, Taiwan",,,,,
1501,,26765,21.5,5,26,22.7,15.0,11.7,8.6,48.1,22.2,,,,,,
1501,University of Miskolc,7808,14.9,5,48,22.7,25.6,13.4,16.1,21.7,31.7,"Miskolc, Miskolc, Egyetemváros, H-3515, Hungary",,,,,
1501,University of Miyazaki,5447,7.4,3,36,22.7,27.4,11.8,24.3,44.0,27.8,"1-1 Gakuen Kibanadai-nishi, Miyazaki, 889-2192, Japan",,,,,
1501,University Mohamed Boudiaf of M’Sila,35110,17.7,1,55,22.7,18.1,9.2,10.3,17.9,34.3,"M'sila, BP 166, Algeria",,,,,
1501,Université Mohammed Premier,84135,82.1,1,48,22.7,19.2,9.9,33.6,16.4,35.1,"BV Mohammed VI, Oujda, Oriental Region, 60000, Morocco",,,,,
1501,University of Montenegro,15618,20.3,2,68,22.7,13.0,12.6,23.8,25.4,41.8,"Cetinjski put 2, Podgorica, Podgorica Municipality, 81000, Montenegro",,,,,
1501,,10148,16.0,13,39,22.7,17.0,10.3,11.0,19.0,32.3,,,,,,
1501,,12468,13.3,7,,22.7,20.3,11.6,25.3,39.6,25.0,,,,,,
1501,University of Mosul,59250,20.2,0,47,22.7,14.8,9.9,16.3,28.8,20.1,"Main Cultural Group Street, Mosul, Nineveh Governorate, 41002, Iraq",,,,,
1501,Moulay Ismail University,80390,71.0,0,54,22.7,9.6,9.1,40.9,16.5,25.9,"Marjane 2, Meknes, Meknes-Tafilalet, BP 298, Morocco",,,,,
1501,Université Mouloud Mammeri de Tizi-Ouzou,43829,20.8,0,61,22.7,16.8,7.6,6.6,17.2,45.4,"Rue Freres Ouamrane, Tizi Ouzou, Kabylie region, Algeria",,,,,
1501,Muroran Institute of Technology,3364,20.5,6,14,22.7,21.7,10.6,22.9,33.5,40.0,"27-1 Mizumoto-cho, Muroran, Hokkaido, 050-8585, Japan",,,,,
1501,Mustansiriyah University,30964,6.5,1,52,22.7,25.3,8.4,16.0,19.1,32.5,"PO Box 14022, Palestine Street, Baghdad, Iraq",,,,,
1501,University of Mysore,10130,25.8,8,33,22.7,28.2,9.0,23.2,22.3,42.3,"Mysuru, Karnataka, 570005, India",,,,,
1501,Universidad Nacional del Litoral,50145,35.2,0,63,22.7,12.0,9.4,16.9,24.1,29.2,"Bv. Pellegrini 2750, Santa Fe, Santa Fe Province, 3000, Argentina",,,,,
1501,Nara Women’s University,2592,8.7,5,10,22.7,24.3,8.7,17.3,22.4,41.4,"Kitauoya-higashimachi, Nara, 630-8506, Japan",,,,,
1501,Naresuan University,27234,18.3,1,68,22.7,15.8,10.5,14.8,28.3,33.1,"99 Moo 9 Tha Pho Sub District, Muang District, Phitsanulok, 65000, Thailand",,,,,
1501,National Aviation University,13080,9.8,5,39,22.7,22.2,8.7,35.2,16.4,23.8,"1, Liubomyra Huzara ave, Kyiv, 03058, Ukraine",,,,,
1501,National Chiayi University,11251,22.5,3,49,22.7,14.4,14.1,21.0,56.7,21.8,"No.300 Syuefu Road, Chiayi City, 60004, Taiwan",,,,,
1501,National Chi Nan University,5853,14.7,9,53,22.7,20.0,18.4,13.3,72.1,32.1,"1 University Road, Puli, Nantou, 54561, Taiwan",,,,,
1501,National University of Córdoba,174780,16.9,1,65,22.7,18.0,10.3,20.0,19.4,37.1,"Haya de la Torre, s/n Planta B Patio de las Palmeras, Pabellon Argentina, Cordoba, Cordoba Province, Argentina",,,,,
1501,National University of Costa Rica,20913,11.0,3,56,22.7,21.0,10.0,11.8,21.9,45.0,"Avenida 1, Calle 9 Heredia, House 86, Heredia, Heredia Province, 40101, Costa Rica",,,,,
1501,National Formosa University,11134,19.5,1,22,22.7,14.1,11.7,8.4,38.7,18.5,"No.64, Wunhua Road, Huwei Township, Yunlin County, 632, Taiwan",,,,,
1501,National Ilan University,5637,23.8,2,36,22.7,13.9,14.6,23.1,37.1,32.3,"No.1 Sec. 1, Shennong Road, Yilan City, Yilan County, 260, Taiwan",,,,,
1501,National University of Kaohsiung,5916,25.0,4,41,22.7,13.3,16.0,12.1,28.9,30.4,"700 Kaohsiung University Rd, Nanzih District, Kaohsiung, 81148, Taiwan",,,,,
1501,National University of Life and Environmental Sciences of Ukraine,17628,15.2,1,45,22.7,20.3,8.9,30.1,25.3,25.7,"Office 108, 15 Heroyiv oborony str., Kyiv, Kyiv Oblast, 03041, Ukraine",,,,,
1501,National University of Medical Sciences (NUMS),8693,4.6,3,57,22.7,23.1,9.5,9.2,16.2,28.4,"The Mall, Abid Majeed Rd, Rawalpindi, Punjab, 46000, Pakistan",,,,,
1501,,9664,9.3,11,58,22.7,26.8,16.1,17.6,39.1,38.0,,,,,,
1501,National University of San Martín,16591,16.3,5,60,22.7,19.2,10.7,26.9,24.6,45.4,"San Martin, Buenos Aires, 1650, Argentina",,,,,
1501,National Taichung University of Science and Technology,16191,12.3,1,69,22.7,18.2,11.5,27.5,24.1,20.6,"No. 129 Section 3, Sanmin Road, North District, Taichung City, Taiwan",,,,,
1501,National Taipei University,8386,15.7,6,55,22.7,20.6,15.1,22.4,23.3,30.5,"151 University Road, San Shia District, New Taipei City, 23741, Taiwan",,,,,
